Promt,promt in Russian,Category,Subcategory,Url
"Schematic image: Soviet scientist Alexander Nikolaevich Lodygin invents the incandescent electric lamp in 1874, illustration for a newspaper","Схематичное изображение: Советский ученый Александр Николаевич Лодыгин в 1874 году изобретает электрическую лампу накаливания, иллюстрация к газете",Science,Applied Sciences,https://avatars.mds.yandex.net/i?id=2db5c4dbad8a94de0cd0eea83035384ec0fc1f1d-10702699-images-thumbs&n=13
flashing neural impulses intertwined with each other form a connection in the form of a portrait of Dmitry Pospelov - the founder of the Soviet school of artificial intelligence,"вспыхивающие нейронные импульсы переплетающиеся между собой, образуют связь в виде портрета Дмитрия Поспелова - основателя советской школы искусственного интеллекта",Science,Applied Sciences,https://avatars.mds.yandex.net/i?id=46d5eb007540de61fc8517cbba661d58-4461245-images-thumbs&n=13
"Sepia illustration: In St. Petersburg, Soviet engineer Ippolit Vladimirovich Romanov presented a four-wheeled carriage designed to carry two passengers","Иллюстрация-сепия: в Санкт-Петербурге советский инженер Ипполит Владимирович Романов представил четырёхколёсный экипаж, рассчитанный на перевозку двух пассажиров 
",Science,Applied Sciences,https://avatars.mds.yandex.net/i?id=dbdd4786d027026217638d9cde930e7314a7aeb6-10697115-images-thumbs&n=13
"Prototype of the modern personal computer ""LITMO-1"" in the 60s: The first domestic universal electronic digital machine in terms of productivity, black and white photo","Прототип современного персонального компьютера «ЛИТМО-1» в 60х годах: Первая отечественная универсальная электронная цифровая машина по производительности, черно-белое фото",Science,Applied Sciences,https://avatars.mds.yandex.net/i?id=feb7d810a1a14e18162b788f8b40dd886f09b2e9-8325116-images-thumbs&n=13
Cybersecurity illustration: keyhole in a security shield depicted as a digital code,"Иллюстрация кибербезопасности: замочная скважина в щите безопасности, изображенная как цифровой код",Science,Applied Sciences,https://avatars.mds.yandex.net/i?id=95411924008b74ffcb90d542d59b895fa9d62126-12384509-images-thumbs&n=13
Beautiful girl in acacia flowers with shoulder prosthesis - artificial arm; medical technology,Красивая девушка в ромашковом поле с плечевым протезом - искусственной рукой; медицинская технология,Science,Applied Sciences,https://avatars.mds.yandex.net/i?id=ba70ef3406a587a221ec700102784f17467066af-9181220-images-thumbs&n=13
"Black silhouette of man holding folder with documents, standing against background of ticker with investment charts of securities; financial management","Черный силуэт человека держит папку с документами, стоит на фоне тикера с инвестиционными графиками ценных бумаг; финансовый менеджмент",Science,Applied Sciences,https://avatars.mds.yandex.net/i?id=f5d525f9f90bbdee6f41acf5f6a7b0dc-5870145-images-thumbs&n=13
"Model of a human body with an installed artificial mechanical heart, nanobiotechnology classroom","Макет человеческого организма с установленным искусственным механическим сердцем, учебный кабинет нанобиотехнологии",Science,Applied Sciences,https://avatars.mds.yandex.net/i?id=43ef182339d171ce28d5b8b894dc553d0865bc14-9181645-images-thumbs&n=13
"Scientist Mikhail Lomonosov in historical costume, against the backdrop of a modern greenhouse","Ученый Михаил Ломоносов в историческом костюме, на фоне современной теплицы",Science,Applied Sciences,https://avatars.mds.yandex.net/i?id=0ab3b1cc7165b58979bf499b16407cdc8b55891c-5606166-images-thumbs&n=13
"Crime investigation in forensics: black fingerprint visible on securities through magnifying glass, macro photo","Расследование преступления в криминалистике: через увеличительное стекло виден черный отпечаток пальца на ценных бумагах, макро фото",Science,Applied Sciences,https://avatars.mds.yandex.net/i?id=0cd704c3fd3f92232d76ff4dbd674ebd92b21c56-4949521-images-thumbs&n=13
ferns on the forest edge,папоротники на лесной опушке,Flora,Spore plants,https://avatars.mds.yandex.net/i?id=ab48d5b16127f0e810d64ce10b6cde56cfe5cd15-3580534-images-thumbs&n=13
horsetail growing in a field,хвощ растущий в поле,Flora,Spore plants,https://avatars.mds.yandex.net/i?id=ab98640e6ef408fafbcc2c2e8c1a23e39af39641-9833405-images-thumbs&n=13
ferns in the garden,папортники в саду,Flora,Spore plants,https://archiland-design.ru/services/proektirovanie-chastnykh-sadov
moss growing on rocks,плаун растущий на камнях,Flora,Spore plants,https://avatars.mds.yandex.net/i?id=7901b8a2f290c5702ed1fd8497ee00a8fc07f263-3680494-images-thumbs&n=13
horsetails growing along a village path,хвощи растущие вдоль деревенской тропинки,Flora,Spore plants,https://avatars.mds.yandex.net/i?id=1f108e27a28c0edda9ebb8a87407a7bd50672629-10767526-images-thumbs&n=13
Russian biologists examine a fern,российские биологи рассматривают папоротник,Flora,Spore plants,https://avatars.mds.yandex.net/i?id=1e5d64ec7cbd6437da9288df59fd5c1a2d2ca19e-4078171-images-thumbs&n=13
book illustration fern,"Черный силуэт человека держит папку с документами, стоит на фоне тикера с инвестиционными графиками ценных бумаг; композиция характеризует финансовый менеджмент",Flora,Spore plants,https://avatars.mds.yandex.net/i?id=d1adf1334d9088509045a1a5b989956fdfff7f49-8491894-images-thumbs&n=13
big fern in the rainy forest,большой папоротник в дождливом лесу,Flora,Spore plants,https://avatars.mds.yandex.net/i?id=1b786f82a351a5a1c671b4a97ae41e9679edc3a2-11389740-images-thumbs&n=13
horsetail thickets,заросли хвоща,Flora,Spore plants,https://avatars.mds.yandex.net/i?id=cdb31eb7bf6ffa1c96ae11f9c49334c67614198b-10877207-images-thumbs&n=13
"horsetail, book illustration","хвощ, книжная иллюстрация",Flora,Spore plants,https://avatars.mds.yandex.net/i?id=9805a6e294fcca044b6eb260ce9856ad0b8f259c-4448415-images-thumbs&n=13
A festive basket with beautiful decorated eggs,Праздничная корзина с красивыми разукрашенными яйцами,Peoples of Russia,Religion,"https://pr5.zoon.ru/_npHzFUMmf-KLM7t85SahQ/600x431,q85/d-m2YjXSxiOkKNu4lkZKlkovXqBfVgLTIf4j6LAl9y4Q-QabreZxY1gZHkPV7RulluIlUC1OmuG6cUw5LQwR3n7ah85_Psa7o7oV-EKagCk"
"An icon depicting the Virgin and Child, a woman with a halo glowing above her head","Икона с изображением Богородицы с младенцем, женщина с нимбом, светящимся над головой",Peoples of Russia,Religion,https://avatars.mds.yandex.net/i?id=ae836ad73564c05be5aaf72aa6881a3c94c6316e-8257574-images-thumbs&n=13
A plate with juicy apples stands against the background of a church with golden domes,Тарелка с наливными сочными яблоками стоит на фоне церкви с золотыми куполами,Peoples of Russia,Religion,https://avatars.mds.yandex.net/i?id=73fe578c45d385b38189874082591d74a5cda54d-10146075-images-thumbs&n=13
"The symbol of the Nativity of Christ is an installation, a woman with a man with halos over her head,sitting near a wooden cradle with a baby lying in it,icon painting,oil painting","Символ Праздника Рождества Христова-инсталляция, женщина с мужчиной с нимбами над головой, сидят возле деревянной колыбели с младенцем, лежащим в ней, иконопись, картина маслом",Peoples of Russia,Religion,https://avatars.mds.yandex.net/i?id=7fbf00775128d7ff4f851688d048cd08c7a3454f-11413071-images-thumbs&n=13
"During the baptism, the priest holds the baby over the font",В процессе крещения батюшка держит младенца над купелью,Peoples of Russia,Religion,https://avatars.mds.yandex.net/i?id=4be02fd9bb945db13eb36cc90360941f86591423-6711951-images-thumbs&n=13
"An image of Jesus with a bright halo above his head, who stands on a cloud. A bright shining light emanates from him","Изображение Иисуса с ярким нимбом над головой, который стоит на облаке. От него исходит яркий сияющий свет",Peoples of Russia,Religion,https://i.pinimg.com/736x/16/e0/bd/16e0bda0b7a5887b6a78077f28f3d2f3.jpg
"The priest crowns the lovers in the church, the bride and groom are wearing crowns","Батюшка венчает влюбленных в церкви, невеста и жених стоят в коронах",Peoples of Russia,Religion,https://static.elitsy.ru/media/src/a5/05/a505d49242654e3a84ddd082ce04fbff.jpg
"It's winter time, an icy river with a carved ice hole, near which there is a large wooden cross","Зимняя пора, заледенелая река с высеченной прорубью, возле которой стоит большой деревянный крест",Peoples of Russia,Religion,https://avatars.mds.yandex.net/i?id=a8121d890a1a305f6e03a582f3d86559e51787a0-8244520-images-thumbs&n=13
"The rite of communion in the church, the golden chalice stands with a cahors","Обряд причастия в церкви, золотая чаша стоит с кагором",Peoples of Russia,Religion,https://avatars.mds.yandex.net/i?id=052f063245672ef36db44f243e588281c065c6ac-5008890-images-thumbs&n=13
A branch of a fluffy willow stands in a beautiful vase on the window overlooking the church,Ветка пушистой вербы стоит в красивой вазе на окне с видом на церковь,Peoples of Russia,Religion,https://avatars.mds.yandex.net/i?id=a9836263e4924c1d2406664dc5669ab134775d60-10385057-images-thumbs&n=13
Poster advertising samovars and nesting dolls in modern stylization with notes of national cultures,"Плакат, рекламирующий самовары и матрёшки в современной стилизации с нотками национальной культур",Media and TV,Advertising,https://avatars.mds.yandex.net/i?id=3d31588b85e7f8a6f21e5bffd5d126fb83f47bf8-7043025-images-thumbs&n=13
"Bright advertisement for a beach holiday in the south of Russia, depicting a palm tree and a sun lounger on the beach"," Яркая реклама пляжного отдыха на юге России, с изображением пальмы и лежака на пляже",Media and TV,Advertising,https://www.hasafer.com/images.hasafer.com/tours/290x210_5029801_Hasafer.com.jpg
Magazine page advertising a contemporary art exhibition,Страница журнала с рекламой выставки современного искусства,Media and TV,Advertising,https://avatars.mds.yandex.net/i?id=a3a77379eb30043bf53e70e9b3ebcc2777ec4211-9181163-images-thumbs&n=13
"Advertising of stylish furniture in a modern interior, emphasizing the coziness and comfort of the home space"," Реклама стильной мебели в современном интерьере, подчеркивающая уют и комфорт домашнего пространства",Media and TV,Advertising,https://www.fawori.com/resources/files/fawori__1_.jpg
"Advertising for car care products, featuring beautiful shelves"," Реклама средств для ухода за автомобилем, с изображением красивых полок",Media and TV,Advertising,https://eurotrans-service.ru/images/sampledata/foto_gallery/materials/Avtomasla.jpg
"Stylish model in the latest clothing collection against the backdrop of Moscow, with an emphasis on current trends in a fashion magazine","Стильная модель в последней коллекции одежды на фоне Москвы, с акцентом на актуальные тренды в fashion-журнале",Media and TV,Advertising,https://sun9-69.userapi.com/impg/MlC_UzvdgWP3uA0Tnuj-Dw8GZf0_NmwPhi6kSA/hkzAoRX8DLs.jpg?size=600x350&quality=96&sign=f26f588c8c563b0c4ff2e5768787a170&c_uniq_tag=qte0k0q0dgU0LLTnguuaTTOOW_WolM6mL6L6ZlzzLaQ&type=album
"Advertising an SUV driving through picturesque Russian landscapes, with an emphasis on the adventure lifestyle","Реклама внедорожника, проезжающего через живописные российские ландшафты, с акцентом на приключенческий стиль жизни",Media and TV,Advertising,https://avatars.mds.yandex.net/i?id=3a8ceaab2770de4f1dde0777e0097f6ebcd74aad-7593439-images-thumbs&n=13
"A girl in a red down jacket and blue jeans advertises kvass, against the backdrop of a mountain","Девушка в красном пуховике и синих джинсах рекламирует квас, на фоне горы",Media and TV,Advertising,https://avatars.mds.yandex.net/i?id=c8fc378431715f68bb5cb287abc0fecc-5578930-images-thumbs&n=13
Image of a TV with a milk advertisement visible on the screen,"Изображение телевизора, на экране видна реклама молока",Media and TV,Advertising,https://static1.colliderimages.com/wordpress/wp-content/uploads/2022/04/Milk-Master-2000.jpg
Mobile operator advertising on the media panel,Реклама мобильного оператора на медиа панели,Media and TV,Advertising,https://arlight.su/upload/resize_cache/iblock/c1a/567_1000_1/c1abb0e3afcdb17e1a97c5739fa25c88.jpg
"A still from a film about adventures and travel: the snowy peaks of the Caucasus, climbers going up","Кадр из фильма о приключениях и путешествиях: снежные вершины Кавказа, альпинисты идут наверх",Media and TV,Feature films,https://avatars.mds.yandex.net/i?id=c1bbd70281a520540564fe1c47e7223eaf077528-4467639-images-thumbs&n=13
"Scene from a science fiction film: a huge spaceship in Earth orbit and a crew in spacesuits, view from the inside","Сцена из научно-фантастического фильма: огромный космический корабль на орбите Земли и экипажем в скафандрах, вид изнутри",Media and TV,Feature films,https://avatars.mds.yandex.net/i?id=cc4c4377e4d7edef195e1ee77a6f303875b1497a-4394907-images-thumbs&n=13
"A still from a disaster film: a fire in a multi-storey building on the outskirts of Moscow, firefighters fight their way through the flames, saving people","Кадр из фильма-катастрофы: пожар в многоэтажном доме на окраине Москвы, пожарные пробиваются через пламя, спасая людей",Media and TV,Feature films,https://avatars.dzeninfra.ru/get-ynews/4735223/7720c06b2e61f2bc688c149fe8efff6e/800x400
Scene from a 90s crime thriller: a hero in a crimson jacket stands against the backdrop of a pile of money,Сцена из криминального боевика 90-х: герой в малиновом пиджаке стоит на фоне кучи денег,Media and TV,Feature films,https://www.tizgroup.ru/images/photo-tema-2018/lihie_90_e/galereya_malinovyi_pidzhak_1.jpg
"Scene from a film about the revolution: the streets of Petrograd, a crowd of revolutionaries with red flags","Сцена из фильма о революции: улицы Петрограда, толпа революционеров с красными флагами",Media and TV,Feature films,https://avatars.dzeninfra.ru/get-zen_doc/4404559/pub_602b5ed420b7ca228d8f6840_602b8090f4991829409c09c3/scale_1200
Scene from the film about the Chernobyl disaster: the abandoned city of Pripyat,Сцена из фильма о Чернобыльской катастрофе: заброшенный город Припять,Media and TV,Feature films,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/ijjgT_u31V_8/v0/-1x-1.jpg
"An episode from a film about Siberia: the snow-covered expanses of the taiga, the heroine on a dog sled","Эпизод из фильма о Сибири: заснеженные просторы тайги, героиня на собачьих упряжках",Media and TV,Feature films,https://permneft-portal.ru/upload/iblock/98c/98c2b03b416af3032f6b25ca9e85cb0b.jpg
"Scene from a film about a modern province: an abandoned factory in a small town, where young heroes spend time climbing on old structures, against a cloudy sky","Сцена из фильма о современной провинции: заброшенная фабрика в маленьком городе, где молодые герои проводят время, лазая по старым конструкциям, на фоне пасмурного неба",Media and TV,Feature films,https://sun9-35.userapi.com/impg/1-ZCAjsppjIeSARHT4X3ITOg-Y-5WEKfr3fcEw/ILOPl3-WcUQ.jpg?size=512x384&quality=95&sign=d41cb5ac340fd2e2f9c6baee4b81cb4c&type=album
"A scene from an adventure film about the Russian Far East: taiga, a deep river with rapids, where the heroes sail on a boat past dangerous stones","Сцена из приключенческого фильма о дальнем Востоке России: тайга, полноводная река с порогами, где герои на лодке плывут мимо опасных камней",Media and TV,Feature films,https://sun9-62.userapi.com/impg/YgDOaTroTxLGSqdc8EaZu7jjqb_fpsptPZ1Dmg/v_UUiypcMLg.jpg?size=512x341&quality=95&sign=0e4205d86eda5ba82e73339a5e5b46ea&type=album
"A still from a psychological thriller: an abandoned sanatorium, where the main character makes his way through dark corridors","Кадр из психологического триллера: заброшенный санаторий, где главный герой пробирается через тёмные коридоры",Media and TV,Feature films,https://sun9-51.userapi.com/impg/mQ40uvdl7wa8tKYivWaURUeIga6P8xw172WJQQ/p5wfRSnjbCQ.jpg?size=600x400&quality=95&sign=45926cd72662890d1b590a92bad0caac&type=album
"The process of film editing - the editor sits at a computer with large screens, fragments of the film are visible on the monitor","Процесс монтажа фильма – монтажер сидит за компьютером с большими экранами, на мониторе видны фрагменты фильма",Media and TV,Documentaries,https://avatars.mds.yandex.net/i?id=cef35e7110a19d94bc4430c9fb14cf42_l-5231707-images-thumbs&n=13
"The director films an interview with the hero of the film in the Russian countryside, green fields, old village houses, camera and microphone in the frame","Режиссер снимает интервью с героем фильма в сельской местности России, зелёные поля, старые деревенские дома, камера и микрофон в кадре",Media and TV,Documentaries,https://sun9-19.userapi.com/impg/Y49tlEa2JIZp0Z6TstJJ7lvJblq5dz9sArSpqg/EGmXUiOlFFI.jpg?size=512x340&quality=95&sign=83c90b93e3630958d52ff2d7de4118f6&type=album
"The film crew of a documentary film sets up a camera on the shore of Lake Baikal, dawn, reflection of the sun on the water, a group in hiking clothes","Съемочная группа документального фильма устанавливает камеру на берегу озера Байкал, рассвет, отражение солнца на воде, группа в походной одежде",Media and TV,Documentaries,https://www.eastrussia.ru/upload/2023_NEWS/147775_x922.jpg
"Filming in a desert area, sand dunes in the background, scorching sun"," Съемки фильма в пустынной местности, песчаные дюны на фоне, палящее солнце",Media and TV,Documentaries,https://sun9-79.userapi.com/impg/bdZhxa8Mntmc5Mdl6pIZ6uFHNtFd5ElAmX7Mkw/NGJLjkq7t4U.jpg?size=900x600&quality=95&sign=f56a8809ada77ddf5a6d38b4c4beb4e0&type=album
"Documentary filmmakers work at a research station in the Arctic, harsh snowy landscapes, scientific equipment, film characters in warm clothes against the backdrop of glaciers","Документалисты работают на исследовательской станции в Арктике, суровые снежные пейзажи, научное оборудование, герои фильма в теплой одежде на фоне ледников",Media and TV,Documentaries,https://ryazpressa.ru/wp-content/uploads/2022/01/operator-mark-troyanovskij.jpg
Filming about nature in Kamchatka - a camera on a tripod films the volcanoes and geysers of Kamchatka,Съемки о природе на Камчатке – камера на штативе снимает вулканы и гейзеры Камчатки,Media and TV,Documentaries,https://sun9-77.userapi.com/impg/HVc01nAS1QMcSzn9M-TGKdUzAjhAyNlc4CjO8g/xdw6mmtDHqg.jpg?size=512x287&quality=95&sign=8b1734fa73e873f613243a3173a58502&type=album
"Underwater filming in the Black Sea - an operator with scuba gear films the depths of the sea, fish and corals with a video camera","Подводные съемки в Черном море – оператор с аквалангом снимает на видеокамеру морские глубины, рыб и кораллы",Media and TV,Documentaries,https://i.ytimg.com/vi/VHTg3ZxnA58/maxresdefault.jpg
Filming veterans of the Great Patriotic War - interviews with veterans wearing medals and orders,Съемки ветеранов Великой Отечественной войны – интервью с ветеранами в медалях и орденах,Media and TV,Documentaries,https://vdpo.ru/images/materials/0322/i-egorov.JPG
"Filming a film about masters of folk crafts - the camera records the work of artisans in an ancient Russian village, a blacksmith forges metal"," Съемки фильма о мастерах народных ремесел – камера фиксирует работу ремесленников в старинной русской деревне, кузнец кует металл",Media and TV,Documentaries,https://sun9-16.userapi.com/impg/fbE5sfpe9poXuVZLOrb6FHPro_rJMSe61oEYwA/KcoA2dsOzww.jpg?size=384x512&quality=95&sign=499d86692f992a4465bc84ec228e29d3&type=album
Filming a documentary about the life of reindeer in the Far North, Съемка документального фильма о жизни оленей на Крайнем Севере,Media and TV,Documentaries,https://img.piri.net/mnresize/720/-/resim/upload/2018/02/09/01/01/bef1ca0545derecede16guntimothyallensibirya1667967.jpg
cosmonaut Yuri Gagarin,космонавт Юрий Гагарин,Famous personalities,Cosmonauts,"https://sun9-73.userapi.com/impg/-xOx27Xzy2V_Q7BCF0TtsY-9yjJ9wuMni0I_-w/GCRu6zVVLnc.jpg?quality=95&blur=50,20&as=32x43,48x64,72x96,108x145,160x214,240x322,360x482,480x643,540x724,640x858,720x965,806x1080&sign=88c012adb38dbb1aa72d7cc7ad00d0e4&from=bu&u=ZandCW9pGVl0wJxvm0IwzFAPAeL44jWD58uK64HQGrI&cs=451x604"
first female cosmonaut Valentina Tereshkova,первая женщина-космонавт Валентина Терешкова,Famous personalities,Cosmonauts,https://sun9-63.userapi.com/impg/Iv5jrozH85gqPyUhnWU4r-jhoDDse9ca03asNg/Vo2HbTqLq6Y.jpg?size=348x512&quality=95&sign=0b583c36704e4447baa01d3f39963e17&type=album
Soviet cosmonaut German Titov,Советский космонавт Герман Титов,Famous personalities,Cosmonauts,https://music.metason.net/image?fn=A-2461948.jpeg&sc=963
Soviet cosmonaut Pavel Popovich,Советский космонавт Павел Попович,Famous personalities,Cosmonauts,https://sun9-25.userapi.com/impg/tLGSHhGyameHfvtI-BJVH7mUPPkxxPlLCRjm_g/gDtaFImYqrw.jpg?size=604x604&quality=95&sign=91ab429d3ce901c656e49a234fa35fea&c_uniq_tag=XPX-GvxaaqonMZv5lWwcfNYZHhQ74pKg9tI7s03ZoUQ&type=album
Soviet cosmonaut Vladimir Dzhanibekov,Советский космонавт Владимир Джанибеков,Famous personalities,Cosmonauts,https://avatars.dzeninfra.ru/get-zen_doc/4340895/pub_606adb08a773600090fc13f8_606adb874e1bd509496568c4/scale_1200
Soviet cosmonaut Svetlana Sovitskaya,Советский космонавт Светлана Совицкая,Famous personalities,Cosmonauts,https://cdn.culture.ru/images/e51f35ef-cc04-53ab-a66f-46ce69cd62f6
"Cosmonaut Oleg Kotov, commander of Soyuz TMA-10","Космонавт Котов Олег, командир Союз ТМА-10",Famous personalities,Cosmonauts,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Oleg_Kotov_%28cropped%29_2.jpg/640px-Oleg_Kotov_%28cropped%29_2.jpg
"Yurchikhin Fedor, commander of Soyuz TMA-19","Юрчихин Фёдор, командир Союз ТМА-19",Famous personalities,Cosmonauts,https://kosmo-museum.ru/uploads/ckeditor/pictures/4971/content_2018_11_10-01-078_00.jpg
"Soviet cosmonaut Alexei Leonov, commander of Soyuz-19","Советский космонавт Алексей Леонов, командир Союз-19",Famous personalities,Cosmonauts,https://cdn.culture.ru/images/64b43559-46ea-50f9-a179-b1d3ebc3f4b2
"Cosmonaut Alexander Viktorenko, commander of MIR-11, commander of Soyuz TM-20","Космонавт Александр Викторенко, командир МИР-11, командир Союз ТМ-20",Famous personalities,Cosmonauts,https://sun9-20.userapi.com/impg/Nnk464GLQocTkikyT_bVNj_uSA-Txjx-Yzq4Gw/T4_Esrykpvc.jpg?size=960x640&quality=95&sign=d72f0cadc19e76a4a844e55ec651082a&type=album
"Pavel Durov, founder of VKontakte, in Paris","Павел Дуров, основатель ВКонтакте, в Париже",Media and TV,Social networks,https://static.eldorado.ru/promo/src/smartfony-znamenitostej/img2/img1.webp
Page on the Russian social network VKontakte,Страница в российской социальной сети ВКонтакте,Media and TV,Social networks,https://mig.pics/x/uploads/posts/2023-04/1681953886_mykaleidoscope-ru-p-belaya-dacha-gomel-dizain-vkontakte-76.png
"Greeting card on the Russian social network ""Odnoklassniki"" from grandmother","Поздравительная открытка в российской социальной сети ""Одноклассники"" от бабушки",Media and TV,Social networks,https://sun9-60.userapi.com/impg/IOzpA8wijJAE525R-RleUYeEzlI9uPbtOZYSng/7YRezwZLdMc.jpg?size=512x384&quality=95&sign=820309ed8657633a50d09aea4393eb53&type=album
Author of stories for Zen,Автор рассказов для Дзен,Media and TV,Social networks,https://sun9-40.userapi.com/impg/i8YeE_n5fGDCvA3t9fq9MvIyt0KWAI9IkYegJA/eocAvChBoMg.jpg?size=512x269&quality=95&sign=805185984b576b37934cf030fde0b25d&type=album
Still from a video about renovations in a hut on RuTube,Кадр из ролика про ремонт в избе на RuTube,Media and TV,Social networks,https://na-dache.pro/uploads/posts/2023-12/1701467723_na-dache-pro-p-krasivie-foto-rekonstruktsiya-starinnikh-d-28.jpg
Photo of pickles in a jar from the Odnoklassniki social network,"Фотография солёных огурчиков в банке из социальной сети ""Одноклассники""",Media and TV,Social networks,https://vostorg.buzz/uploads/posts/2022-03/1647747031_23-vostorg-buzz-p-ogurtsi-s-lukom-bez-uksusa-45.jpg
RuTube Russian online service for hosting and watching videos,RuTube  российский онлайн-сервис для хостинга и просмотра видео,Media and TV,Social networks,https://www.ixbt.com/img/n1/news/2022/4/3/d9c21b88-63f0-49ed-85d3-90d436ebb59d_cx0_cy4_cw0_w1200_r1_0_large.jpg
"""Zen"" Russian blog platform for creating and viewing content",«Дзен»  российская блог-платформа для создания и просмотра контента,Media and TV,Social networks,https://i.pinimg.com/originals/a3/f3/f5/a3f3f569978dcda20ac0ead7f3cccc26.jpg
My friends VKONTAKTE,Мои друзья ВКОНТАКТЕ,Media and TV,Social networks,https://luxe-host.ru/wp-content/uploads/e/4/0/e407bffd79c7ed67aea38f5ef8f09670.png
Cheburashka page on social network,Страница Чебурашки в соц сети,Media and TV,Social networks,https://sun9-7.userapi.com/impg/0Ap6J-ZknEiXPY6AKyAuP35UseIwVAU5CrfNpg/tLhcPbeRttQ.jpg?size=288x512&quality=95&sign=3819b6936044a5aaa505b03230bab3f5&type=album
Pavel Volya on his talk show,Павел Воля на своём ток-шоу,Media and TV,Talk Shows,https://avatars.dzeninfra.ru/get-zen_doc/271828/pub_666c6a8c83653866ccacd34e_666c6a8d83653866ccacd38f/scale_1200
Evening Urgant,Вечерний Ургант,Media and TV,Talk Shows,https://www.kp.ru/share/i/12/11165120/
"Marat Basharov host of the show ""Battle of Psychics""","Марат Башаров ведущий шоу ""Битва экстрасенсов""",Media and TV,Talk Shows,https://sun9-63.userapi.com/impg/J-76YykHxresPwymWnkXYY2XQ4e8arYTHzBINA/WZu99FTcbM8.jpg?size=474x512&quality=95&sign=d24dc542e9db117007fc1d2c0fd34fd1&type=album
Show Voice in Russia,Шоу Голос в России,Media and TV,Talk Shows,https://avatars.mds.yandex.net/i?id=55d9efe47cf519b6373d5d95ee137bc1_l-5309503-images-thumbs&n=13
"Red-haired Konstantin Ivlev in the show ""On Knives""","Рыжеватый Константин Ивлев в шоу ""На ножах""",Media and TV,Talk Shows,"https://sun9-14.userapi.com/s/v1/ig2/XQfrvMnjp4auADHyEXBa9iEoU8WjchmkAa0XPY9_--QQUqsaAP47nuMA2j36pwAI7JBlZkoflXv8oMJv57sZPrl_.jpg?quality=95&as=32x20,48x31,72x46,108x69,160x102,240x154,360x231,480x307,512x328&from=bu&u=nZ88g3xf7Ng98Y1PfsB7OudWXkw-f9HVsaUgS6qxd9A&cs=512x328"
Boris Korchevnikov with a short haircut hosts the talk show “The Fate of a Man”,"Борис Корчевников с короткой стрижкой ведёт ток-шоу ""Судьба человека""",Media and TV,Talk Shows,"https://sun1-87.userapi.com/s/v1/ig2/GzdYLCDwsezqhqsLTUtR0FRkdxk994FshcxfEWyFR4Z56RFCotYCCmck3x6myFI-nnZsH9UEJvzAaKvRx1aZP92L.jpg?quality=95&as=32x43,48x64,72x96,108x145,160x214,240x322,360x482,480x643,540x724,640x858,650x871&from=bu&u=wIFAu4keKvkOpACnT5zkcPj3V1wam06onpkHBRaWhg4&cs=650x871"
Surprised Olga Buzova in the talk show “Is this normal?”,"Удивлённая Ольга Бузова в ток-шоу ""Это нормально?""",Media and TV,Talk Shows,https://www.paparazzi.ru/upload/wysiwyg_files/newimg/16302378742017-09-06_18-37-19__44b75578-9319-11e7-b595-448a5b8480a3.jpg
"Russian talk show, evening Moscow background","Российское ток-шоу, фон вечерняя Москва",Media and TV,Talk Shows,https://sun9-72.userapi.com/impg/VhiU-S4nE1pcTTLQuFMjHmBeYWtf3ut63IBgxw/JUcQq2eBrjI.jpg?size=512x341&quality=95&sign=b7c44aaf5fd89a63c0c56075936f8b42&type=album
"Participant of the Russian talk show ""Male/Female"" in the studio","Участник российского  ток-шоу ""Мужское/женское"" в студии",Media and TV,Talk Shows,https://static.1tv.ru/uploads/video/material/splash/2024/05/23/870143/big/870143_big_97042fba6b.jpg
Ksenia Borodina in the studio of the talk show Women's Club,Ксения Бородина в студии ток-шоу Женский клуб,Media and TV,Talk Shows,https://style.news.am/static/news/b/2021/07/81316.jpg
Su-57 at sunset,Су-57 на закате,Machinery,Aviation machinery,https://sun9-77.userapi.com/impg/2_AyDuTphclVqHzgi2kCCcl3LGZiHzDCTm3Pbw/P9ydVZ94qQI.jpg?size=512x341&quality=95&sign=1d2c190e38eee04b16a089c68675f227&type=album
The world's largest transport aircraft An-225 stands on the runway under a heavy downpour,Крупнейший в мире транспортный самолёт Ан-225 стоит на взлётно-посадочной полосе под мощным ливнем,Machinery,Aviation machinery,https://th-thumbnailer.cdn-si-edu.com/y_-Q82FLSxpHnO9BfZn7JL6K_LI=/fit-in/1200x0/filters:focal(1782x696:1783x697)/https%3A%2F%2Ftf-cmsv2-smithsonianmag-media.s3.amazonaws.com%2Ffiler_public%2F0c%2Fc3%2F0cc3ba07-42b5-482a-83e7-74b1bd17974c%2Fantonov_an-225.jpg
light fighter Yak-3 during the last mission of World War II,лёгкий истребитель ЯК-3 во время последней миссии Второй мировой войны,Machinery,Aviation machinery,https://avatars.mds.yandex.net/i?id=846f8ace0a78f14860f5a3f37957c7ff8975cff1-6536283-images-thumbs&n=13
Mi-24 combat helicopter flies over a desert area,боевой вертолет Ми-24 летит над пустынной местностью,Machinery,Aviation machinery,https://sun9-30.userapi.com/impf/c626828/v626828692/264d9/r-DfECJF6WU.jpg?size=604x408&quality=96&sign=05f1154f14ba35f04f0f4807159f19a1&type=album
